,pM,pML_1,pML_2,pML_3,pUL_1,pUL_2,pUL_3,llh
0,0.23601581877816658,0.6243252416450732,0.3958949848735238,0.3217472606048488,0.21394877198198964,0.2803080621891132,0.19793252908331485,6.191615718655431
1,0.5839206808008363,0.2583985466608164,0.44944308813841344,0.5910930396927682,0.19632915286049696,0.24169394273369904,0.32558285339786464,8.337521424953415
2,0.6157852288750786,0.2825515173333333,0.7340069331999715,0.2858371931864515,0.3013121277204027,0.15010283727605905,0.2643461584210497,6.045274674979831
3,0.7266108880335428,0.7278846405695253,0.23987111482216344,0.3534791724920589,0.2157040739607181,0.2955396457222928,0.2364919924522534,6.601593820279067
4,0.6688151099791498,0.19250504920537362,0.4184225828977915,0.3246341152537554,0.19590354628085735,0.2654987297973401,0.18764790536075834,12.168190091426379
5,0.3309962908478093,0.21976750194720546,0.6745686271181649,0.40280789366398606,0.12812751663410374,0.38620696370267615,0.15700272769197915,11.254063456252808
6,0.5879100781925464,0.4306423120225798,0.397299434407928,0.2989228159026573,0.33614156262732886,0.2134922035706877,0.19238300336933195,9.389226596090085
7,0.6993904234827212,0.2526383794063324,0.06756330956317433,0.09937621772883919,0.22451889156153465,0.18172986633924942,0.16802607415406542,9.590472920957946
8,0.6910134028501438,0.13714129287284332,0.12537329622534293,0.4262426886784463,0.2613279127605237,0.35245662621419194,0.2185954933816434,4.115508859592984
9,0.24476901218562203,0.573964400656389,0.3151402534842228,0.6301149152012835,0.2415380404805019,0.32547595460291,0.16041534619280357,3.4616238123104033
10,0.6600961042448532,0.07049848444847498,0.13182113783592636,0.26641652676342276,0.20954758465030182,0.3348996721184556,0.274987888372695,-2.603776690413797
11,0.9172991888565543,0.18056669995831698,0.25141250657185593,0.40850676974585715,0.1604631556352824,0.3168900167416948,0.24299109018994125,0.4610668660701691
12,0.5901594720484835,0.09152177281414693,0.24442009197562892,0.16819059271285244,0.2002546154884654,0.35458634460377064,0.21445246295939716,1.9764176016432184
13,0.8007670975242988,0.3738897742890251,0.05791532426669567,0.04440120707775472,0.20307556178421565,0.44672281940987557,0.22806216007203353,-2.453583256437023
14,0.5764333723107704,0.12226796807925353,0.2234131171069316,0.24059578553880065,0.2486773326223242,0.28074304231800284,0.2567416567030112,-1.477759365906934
15,0.7102851418993834,0.09340253905429319,0.10483537824734311,0.2086231408076302,0.26338618290025534,0.2618068859657426,0.24430607533953694,0.15777498047262029
16,0.7921368320094238,0.10027665246519936,0.08600541728782161,0.4967664477119811,0.27262035180568256,0.3057327681103504,0.18413023392751807,-3.9019919298550096
17,0.5711583788531979,0.22397291919658738,0.22875463857299513,0.07269858585576895,0.22139674886587926,0.24498731232465848,0.21289959178174797,-1.6479953281547672
18,0.7618304357402184,0.2761859205191317,0.11926692529848437,0.3214699964739972,0.23148987470912244,0.20512293897271086,0.12463614829922116,2.719215558933808
19,0.8511783544564507,0.21161689786134638,0.16233446645648505,0.10227095954852009,0.21767501994135058,0.2748694039380879,0.2814199773221874,3.521962443836742
20,0.9664738054293731,0.1676199760637941,0.17089244600724932,0.1947184244256539,0.17679146848151156,0.3651984660149426,0.2679385764006403,1.7494863183454612
21,0.4331741541754825,0.20115602745715402,0.05771364919126845,0.10786600754428097,0.2504666720477705,0.3171275031327931,0.2491845611259895,-1.0776187147624974
22,0.8979620437217981,0.16439466335498285,0.045831211067646614,0.1376959015055254,0.2519426596243206,0.2880929551957559,0.24429136360549863,2.272724201571531
23,0.869084950516373,0.01025727645910219,0.03948639141086364,0.035474692633743976,0.28844845735617947,0.292350756301568,0.21916684417021592,3.8168904904308185
24,0.8712827169434414,0.05944646402787995,0.006625715935755035,0.22189455689551713,0.26266699704682284,0.21766813325058168,0.3037845254813909,3.8905802081252183
25,0.7726654361792173,0.12790711539685048,0.17365586613751147,0.11071342559416236,0.2354428889699446,0.25381082329830096,0.1807408233120832,6.697475569615385
26,0.7822504839163555,0.0077357807314994515,0.009652574727481624,0.13332572456555317,0.2206698852594227,0.2404268613481162,0.23150614570985675,8.506419712411862
27,0.8460643819252923,0.1724303677848925,0.2687701411065356,0.15083508569193113,0.21594810204010623,0.23643105973485856,0.19158542491906835,7.512637907874563
28,0.6027128615291679,0.18626633123049136,0.02699878797770192,0.22402294685833296,0.19748283829432137,0.32648923341121794,0.20822162927475524,7.259148284720887
29,0.7969632292483798,0.22992744754504618,0.17145451811027346,0.051179721568528555,0.24753486191217566,0.24778978528578854,0.2926163201208232,-3.8619354698221695
30,0.9720654562793329,0.04943122074095877,0.03832910914636347,0.05270356118297146,0.24212243046312812,0.21898173139683832,0.20308835162576028,1.064315666760855
31,0.89380764243702,0.011740848743048354,0.17702367982643835,0.3017806001891092,0.20118616885710966,0.3088030310924708,0.21239792114164724,2.1709689032282853
32,0.878064955927061,0.0795816362777936,0.05328779954432811,0.4449162561827468,0.2578613291144362,0.31980739268422836,0.22190921073261805,-3.681587779592494
33,0.9125092567006169,0.12641697900540724,0.08889105701904035,0.18922672858119877,0.21485364806121177,0.3347801679097482,0.2833812610880625,-1.7133992921416805
34,0.7376265336294768,0.04906301848747452,0.3750584308144049,0.4452549355185597,0.2848329237712306,0.2502793702308759,0.25758460169101266,-3.4054445716484736
35,0.8567093278685394,0.013112239303528355,0.059058617301268365,0.3835239030530119,0.21965299598524357,0.2964855557554987,0.21699610528125604,1.346248811489577
36,0.6885320907289402,0.20642294588917218,0.05347600328616062,0.17436784709821912,0.29522114726092413,0.2997362445325101,0.13265870138171035,-3.8501937448489976
37,0.7578062508603407,0.018019674941906177,0.25975391596190084,0.018511690510436263,0.21282951303054637,0.22434889898611937,0.20038143594683255,-1.8820211334744315
38,0.984786718595007,0.05948242167114314,0.05851594863548696,0.19614744391641736,0.23650374877342986,0.21930973811451146,0.209621371669184,3.2378407676735
39,0.9533202266675251,0.03237823307114366,0.2546602823462222,0.2040002167408459,0.18859779149049613,0.22482505807813064,0.21050983617726918,3.8438862146468775
40,0.8491829494328224,0.013253132104274515,0.08846141867362772,0.1756517924497896,0.17434147224041904,0.3042255583655144,0.1794603741770234,2.7542569529422565
41,0.9917728499089887,0.019041425247034567,0.06278264818367936,0.11563649779214752,0.2877337877455748,0.2925303560652884,0.17297295631721257,-0.7559426681205217
42,0.5761895612687692,0.03420322388425998,0.3525824280759964,0.15164936968318324,0.21565179124824316,0.26789063508296146,0.21478713004846617,1.752907707913927
43,0.8338211530144738,0.002542090420948654,0.11917444862130203,0.3046054602220397,0.2131702551882102,0.3370490945658532,0.18804746748251544,5.172160126004195
44,0.7544008032176897,0.10002230181742902,0.0749099105032939,0.38188540768704704,0.2711893801549407,0.24608341299328218,0.2522932949304365,3.2316600197919456
45,0.8508570135782819,0.09551982037052437,0.20401182459490388,0.3467163726098759,0.2774850875274655,0.3402196426856341,0.2721096989301052,-2.569073364179962
46,0.7992170581840321,0.23698869065374262,0.2118767240552218,0.37917696080174024,0.19783639815641685,0.25825632299382245,0.15946415337937234,5.409852004925494
47,0.6056098648260254,0.35129677744144816,0.5400812046797702,0.4766863578315971,0.20515003868802173,0.23928843295054741,0.24612985152843103,-4.131748962692983
48,0.7853292719394598,0.40501442385333647,0.09589717373992751,0.31306361078227535,0.24906432507552034,0.2685760658675315,0.1908836865333933,-0.42447880245318714
49,0.9488959806037223,0.06399854330068647,0.46413116003530536,0.0926090591640576,0.3156104069119415,0.2885517280146202,0.2233532543776035,-6.331369213964706
50,0.5942753293107612,0.12504433301506696,0.2615555420321883,0.3373209005170913,0.2326193999327231,0.2702943507108716,0.20480181493064792,2.7126094452217124
51,0.7387505327257461,0.2987471308036064,0.3379881604526844,0.13851446952671634,0.23096685009049472,0.2764867152397266,0.18682189631359478,-0.4140073287594461
52,0.8307037390499702,0.21104906861104075,0.3565845052545693,0.6634557047730619,0.1621428137931003,0.3177257467818917,0.21386015737999967,-2.4699266328124203
53,0.8660972651971308,0.33206524740576304,0.24680128603269993,0.3026999629080357,0.23676625287315106,0.2588410746067656,0.17203344288202269,0.9060709590698881
54,0.8815633103146218,0.2262738680071629,0.45385831887718203,0.2917417968539005,0.18985323091423104,0.2967321344959362,0.24353537098385758,-3.743739702834805
55,0.7877826075753263,0.04398076847763302,0.05061188124918756,0.33066875982917737,0.22269750287182868,0.2528740452666155,0.3289098163974879,-6.16855009782406
56,0.9797665063703381,0.17640594731736858,0.040065458001853835,0.21531406184214485,0.34968378798657235,0.3482206789657083,0.30816754132434254,-8.150406012486556
57,0.9184839374154649,0.25602256112127536,0.2635773705677828,0.26459868638864437,0.23135385546254048,0.24897399474728915,0.24428537976947035,-0.3047896221037014
58,0.9208533688874814,0.28116534170666296,0.07052986585010416,0.08706089203524471,0.2769538916390019,0.353579988692841,0.20479723687170862,0.0625594501197071
59,0.6971726712678286,0.1994224355269917,0.028042392548525037,0.3152903858500271,0.2975265842436097,0.3256602618739647,0.1922745699880166,0.9823756030110502
60,0.5255369382746709,0.1687423488675429,0.06841410502771306,0.17566386897546785,0.20266557322989842,0.2556741372820916,0.21739243648084577,3.9538306026612418
61,0.8453808309376989,0.3365883811349929,0.06304358957158056,0.35184972331613595,0.20269056807596136,0.26673245341525875,0.17699751539406788,4.563759183264013
62,0.6878613175345626,0.10204453350864995,0.024875292923315993,0.2513197401551465,0.23840301922051704,0.254763235771687,0.1962346120607132,4.915379364879374
63,0.5681301410589621,0.0407960948949316,0.10710812639937277,0.06049953874640835,0.18905205918466364,0.2668526418411752,0.1776804661862654,0.3454694565920171
